id,description,location,latitude,longitude,service,delivery,skills,time_window_start,time_window_end
126632-129,"126632|3555 South 28th Street , Phoenix, AZ|ULSD Clear","33.4139642, -112.0212344",33.4139642,-112.0212344,240,"[96, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-16 03:00:00
127710-130,"127710|11243 E Willis Rd, Chandler, AZ|ULSD Clear","33.282397, -111.840957",33.282397,-111.840957,2220,"[460, 0, 0, 0, 0]",,2025-07-16 16:00:00,2025-07-17 16:00:00
129523-131,"129523|2832 South 46th Street, Phoenix, AZ|ULSD Clear","33.420034, -111.982926",33.420034,-111.982926,4680,"[186, 0, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-17 07:00:00
129847-132,"129847|4805 W Jefferson St, Phoenix, AZ|ULSD Clear","33.44542, -112.163763",33.44542,-112.163763,4440,"[257, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
133961-133,"133961|3856 S Everton Terrace, Mesa, AZ|ULSD Dyed","33.3448055, -111.6189128",33.3448055,-111.6189128,1740,"[0, 688, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
134558-134,"134558|5550 East Deer Valley Road, Phoenix, AZ|ULSD Dyed","33.6877685, -112.043877",33.6877685,-112.043877,1560,"[0, 500, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
146954-135,"146954|14130 W Van Buren St, Goodyear, AZ|ULSD Dyed","33.45135, -112.363041",33.45135,-112.363041,780,"[0, 183, 0, 0, 0]",,2025-07-16 06:00:00,2025-07-16 14:00:00
150110-136,"150110|4450 North 42nd Avenue, Phoenix, AZ|ULSD Clear","33.5022715, -112.1496565",33.5022715,-112.1496565,1440,"[292, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
152739-137,"152739|44167 N Ironwood Drive, San Tan Valley, AZ|ULSD Dyed","33.2936913, -111.563238",33.2936913,-111.563238,420,"[0, 36, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
155575-138,"155575|3105 N Cotton Ln, Goodyear, AZ|ULSD Clear","33.4816878, -112.4260381",33.4816878,-112.4260381,3360,"[140, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
62522-139,"62522|859 South 86th Avenue , Tolleson, AZ|ULSD Clear","33.439704, -112.24374",33.439704,-112.24374,7260,"[283, 0, 0, 0, 0]",,2025-07-16 06:00:00,2025-07-16 10:00:00
62632-140,"62632|3401 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436318, -112.132848",33.436318,-112.132848,720,"[120, 0, 0, 0, 0]",,2025-07-16 15:00:00,2025-07-17 15:00:00
64637-141,"64637|800 North 75th Avenue, Phoenix, AZ|ULSD Clear","33.457006, -112.225363",33.457006,-112.225363,1680,"[78, 0, 0, 0, 0]",,2025-07-16 09:00:00,2025-07-16 11:00:00
81840-142,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,120,"[25, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
89351-143,"89351|3101 W Jackson Street, Phoenix, AZ|ULSD Dyed","33.444554, -112.126657",33.444554,-112.126657,960,"[0, 60, 0, 0, 0]",,2025-07-16 15:00:00,2025-07-17 15:00:00
121748-144,"121748|3045 South 35th Avenue, Phoenix, AZ|ULSD Clear","33.419256, -112.133344",33.419256,-112.133344,2700,"[264, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-16 22:00:00
124490-145,"124490|8650 N 75th Ave, Peoria, AZ|ULSD Dyed","33.561728, -112.2204663",33.561728,-112.2204663,4980,"[0, 614, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-16 15:00:00
124937-146,"124937|3450 South 59th Ave, Phoenix, AZ|ULSD Clear","33.416202, -112.188777",33.416202,-112.188777,1140,"[53, 0, 0, 0, 0]",,2025-07-16 10:30:00,2025-07-16 16:00:00
124941-147,"124941|6000 West Van Buren Street, Phoenix, AZ|ULSD Clear","33.4534912, -112.1887817",33.4534912,-112.1887817,1500,"[75, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
124944-148,"124944|615 South 51st Avenue, Phoenix, AZ|ULSD Dyed","33.442402, -112.166931",33.442402,-112.166931,3180,"[0, 142, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 17:00:00
125463-149,"125463|7600 West Roosevelt Street, Phoenix, AZ|ULSD Clear","33.4598, -112.2228999",33.4598,-112.2228999,8340,"[615, 0, 0, 0, 0]",,2025-07-16 17:30:00,2025-07-16 18:00:00
126025-150,"126025|8525 N 75th Avenue , Peoria, AZ|ULSD Dyed","33.560605, -112.218089",33.560605,-112.218089,10680,"[0, 29, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
128722-151,"128722|12912 West Santa Fe Drive , Surprise, AZ|DEF","33.6313896, -112.3383046",33.6313896,-112.3383046,1500,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
128832-152,"128832|5088 W Innovation Pkwy, Phoenix, AZ|ULSD Dyed","33.7759795, -112.1604877",33.7759795,-112.1604877,420,"[0, 11, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
129260-153,"129260|17341 West Minnezona Avenue , Goodyear, AZ|DEF","33.501124, -112.392801",33.501124,-112.392801,540,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
129441-154,"129441|4500 South Dobson Road , Sun Lakes, AZ|ULSD Dyed","33.241512, -111.882407",33.241512,-111.882407,660,"[0, 44, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
137302-155,"137302|2333 North Country Club Drive, Mesa, AZ|ULSD Clear","33.457783, -111.838553",33.457783,-111.838553,2820,"[1375, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
152632-156,"152632|8686 E Frank Lloyd Wright Blvd, Scottsdale, AZ|ULSD Dyed","33.630813, -111.893128",33.630813,-111.893128,1320,"[0, 97, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
62627-157,"62627|8400 West Sherman Street, Tolleson, AZ|ULSD Clear","33.44185, -112.245241",33.44185,-112.245241,7800,"[548, 0, 0, 0, 0]",,2025-07-16 10:30:00,2025-07-16 11:30:00
62632-158,"62632|3401 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436318, -112.132848",33.436318,-112.132848,2340,"[398, 0, 0, 0, 0]",,2025-07-16 15:00:00,2025-07-17 15:00:00
81840-159,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,120,"[20, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
88016-160,"88016|8400 West Sherman Street, Tolleson, AZ|ULSD Clear","33.44185, -112.245241",33.44185,-112.245241,7800,"[590, 0, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-17 07:00:00
124548-161,"124548|2831 North 31st Avenue, Phoenix, AZ|ULSD Clear","33.479124, -112.124564",33.479124,-112.124564,300,"[24, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
124557-162,"124557|2340 West Encanto Boulevard, Phoenix, AZ|ULSD Dyed","33.47388, -112.1105999",33.47388,-112.1105999,1020,"[0, 19, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
124907-163,"124907|7400 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.438126, -112.218645",33.438126,-112.218645,1920,"[336, 0, 0, 0, 0]",,2025-07-16 14:00:00,2025-07-17 14:00:00
125329-164,"125329|737 West Buchanan Street, Phoenix, AZ|ULSD Clear","33.4427843, -112.0838034",33.4427843,-112.0838034,2160,"[205, 0, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-17 18:00:00
126025-165,"126025|8525 N 75th Avenue , Peoria, AZ|DEF","33.560605, -112.218089",33.560605,-112.218089,1500,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
126836-166,"126836|3600 North Cotton Lane , Goodyear, AZ|ULSD Dyed","33.48835, -112.4274999",33.48835,-112.4274999,420,"[0, 25, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
129189-167,"129189|16920 West Commerce Drive , Goodyear, AZ|DEF","33.412039, -112.421796",33.412039,-112.421796,180,"[0, 0, 0, 0, 0]",,2025-07-16 10:00:00,2025-07-16 12:00:00
129205-168,"129205|6395 N Sarival Ave, Litchfield Park, AZ|DEF","33.52817, -112.407208",33.52817,-112.407208,600,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
130469-169,"130469|14250 W El Sol, Goodyear, AZ|ULSD Clear","33.4137854, -112.3730374",33.4137854,-112.3730374,540,"[282, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
135664-170,"135664|4775 E Washington St, Phoenix, AZ|ULSD Dyed","33.4468707, -111.9796196",33.4468707,-111.9796196,2580,"[0, 17, 0, 0, 0]",,2025-07-16 05:30:00,2025-07-16 15:00:00
147601-171,"147601|8340 E Raintree Dr, Scottsdale, AZ|ULSD Dyed","33.619961, -111.900345",33.619961,-111.900345,600,"[0, 110, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 15:00:00
152758-172,"152758|15301 W Northern Ave, Glendale, AZ|ULSD Clear","33.5514596, -112.383371",33.5514596,-112.383371,1140,"[157, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
153954-173,"153954|12700 W Butler Drive, El Mirage, AZ|ULSD Dyed","33.5583329, -112.3319023",33.5583329,-112.3319023,3240,"[0, 157, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
157728-174,"157728|3856 South Everton Terrace, Mesa, AZ|ULSD Dyed","33.3448055, -111.6189128",33.3448055,-111.6189128,1440,"[0, 90, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
60114-175,"60114|1115 North 47th Avenue, Phoenix, AZ|ULSD Clear","33.460794, -112.15883",33.460794,-112.15883,4020,"[731, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-16 21:00:00
81840-176,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,360,"[45, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
81840-177,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,360,"[28, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
81840-178,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,180,"[40, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
81842-179,"81842|4715 West Buckeye Road, Phoenix, AZ|ULSD Dyed","33.436107, -112.161449",33.436107,-112.161449,900,"[0, 225, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
124520-180,"124520|420 South 53rd Avenue Suite 101, Phoenix, AZ|DEF","33.442564, -112.173494",33.442564,-112.173494,900,"[0, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-16 16:00:00
124541-181,"124541|3801 North 33rd Avenue, Phoenix, AZ|ULSD Clear","33.491588, -112.128247",33.491588,-112.128247,5220,"[373, 0, 0, 0, 0]",,2025-07-16 17:00:00,2025-07-16 21:00:00
126107-182,"126107|3749 E Superior Avenue , Phoenix, AZ|ULSD Dyed","33.416079, -111.999996",33.416079,-111.999996,2040,"[0, 669, 0, 0, 0]",,2025-07-16 05:00:00,2025-07-16 07:00:00
126228-183,"126228|402 South 54th Place , Phoenix, AZ|ULSD Clear","33.4429001, -111.9662533",33.4429001,-111.9662533,5580,"[0, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
128445-184,"128445|6711 South Mountain Road , Mesa, AZ|ULSD Dyed","33.294004, -111.590826",33.294004,-111.590826,2940,"[0, 294, 0, 0, 0]",,2025-07-16 06:00:00,2025-07-16 10:00:00
129205-185,"129205|6395 N Sarival Ave, Litchfield Park, AZ|ULSD Clear","33.52817, -112.407208",33.52817,-112.407208,1320,"[110, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
135511-186,"135511|2500 W Union Hills Dr, Phoenix, AZ|ULSD Dyed","33.6548442, -112.1119259",33.6548442,-112.1119259,480,"[0, 36, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-16 15:00:00
149786-187,"149786|44167 North Ironwood , San Tan Valley, AZ|ULSD Dyed","33.2936913, -111.563238",33.2936913,-111.563238,2040,"[0, 574, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
154403-188,"154403|5862 East Berneil lane, Paradise Valley, AZ|ULSD Dyed","33.571147, -111.952856",33.571147,-111.952856,3540,"[0, 118, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-16 12:30:00
158052-189,"158052|SE Verrado & McDowell, Buckeye, AZ|ULSD Clear","33.466268, -112.5013",33.466268,-112.5013,5340,"[34, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
158239-190,"158239|2050 W Guadalupe Rd, Mesa, AZ|ULSD Dyed","33.364623, -111.878338",33.364623,-111.878338,1380,"[0, 155, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
169851-191,"169851|831 West Rio Salado, Tempe, AZ|ULSD Dyed","33.4307315, -111.9495144",33.4307315,-111.9495144,1020,"[0, 20, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
62623-192,"62623|750 North 119th Avenue, Avondale, AZ|ULSD Clear","33.456581, -112.317345",33.456581,-112.317345,6480,"[961, 0, 0, 0, 0]",,2025-07-16 04:00:00,2025-07-16 06:00:00
62627-193,"62627|8400 West Sherman Street, Tolleson, AZ|ULSD Clear","33.44185, -112.245241",33.44185,-112.245241,7800,"[525, 0, 0, 0, 0]",,2025-07-16 10:30:00,2025-07-16 11:30:00
62852-194,"62852|211 South 49th Ave, Phoenix, AZ|ULSD Clear","33.446077, -112.165334",33.446077,-112.165334,6480,"[922, 0, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-16 22:00:00
121747-195,"121747|735 North 19th Avenue, Phoenix, AZ|ULSD Clear","33.456956, -112.098899",33.456956,-112.098899,1440,"[217, 0, 0, 0, 0]",,2025-07-16 20:30:00,2025-07-17 20:30:00
124520-196,"124520|420 South 53rd Avenue Suite 101, Phoenix, AZ|ULSD Clear","33.442564, -112.173494",33.442564,-112.173494,6420,"[351, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-16 16:00:00
124942-197,"124942|8181 West Roosevelt Street, Phoenix, AZ|ULSD Clear","33.457715, -112.233126",33.457715,-112.233126,2760,"[270, 0, 0, 0, 0]",,2025-07-16 06:00:00,2025-07-16 17:00:00
126147-198,"126147|6805 West Morelos , Chandler, AZ|ULSD Dyed","33.29173, -111.958584",33.29173,-111.958584,3960,"[0, 159, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
126227-199,"126227|3910 East Wier Avenue , Phoenix, AZ|ULSD Clear","33.40426, -111.997068",33.40426,-111.997068,1500,"[30, 0, 0, 0, 0]",,2025-07-16 17:00:00,2025-07-17 17:00:00
126633-200,"126633|18616 South Lindsey Road , Gilbert, AZ|ULSD Clear","33.279572, -111.774229",33.279572,-111.774229,1020,"[175, 0, 0, 0, 0]",,2025-07-16 14:30:00,2025-07-17 14:30:00
129195-201,"129195|3333 South 59th Avenue , Phoenix, AZ|ULSD Clear","33.417057, -112.184309",33.417057,-112.184309,1320,"[71, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
143056-202,"143056|5100 E Roosevelt S, Phoenix, AZ|ULSD Dyed","33.456675, -111.9731571",33.456675,-111.9731571,3360,"[0, 421, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
160486-203,"160486|Sundt 202, Gilbert, AZ|ULSD Dyed","33.353657, -111.79007",33.353657,-111.79007,19020,"[0, 737, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
161552-204,"161552|5088 West Innovation Pkwy, Phoenix, AZ|ULSD Dyed","33.7759795, -112.1604877",33.7759795,-112.1604877,5880,"[0, 1023, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
172521-205,"172521|1750 West Thunderbird Rd, Phoenix, AZ|ULSD Dyed","33.61276, -112.096994",33.61276,-112.096994,960,"[0, 32, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172653-206,"172653|971 N Gilbert Rd, Gilbert, AZ|ULSD Dyed","33.367186, -111.788765",33.367186,-111.788765,1800,"[0, 640, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
63071-207,"63071|7400 West Buckeye Road, Phoenix, AZ|ULSD Dyed","33.438126, -112.218645",33.438126,-112.218645,1020,"[0, 55, 0, 0, 0]",,2025-07-16 02:00:00,2025-07-16 10:00:00
65545-208,"65545|5001 West Watkins Street, Phoenix, AZ|ULSD Clear","33.425376, -112.167648",33.425376,-112.167648,2580,"[328, 0, 0, 0, 0]",,2025-07-16 18:00:00,2025-07-17 18:00:00
124547-209,"124547|3601 North 34th Avenue, Phoenix, AZ|ULSD Clear","33.4892588, -112.1299958",33.4892588,-112.1299958,1320,"[365, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
124557-210,"124557|2340 West Encanto Boulevard, Phoenix, AZ|ULSD Clear","33.47388, -112.1105999",33.47388,-112.1105999,7620,"[679, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
126106-211,"126106|7831 N 67th Ave, Glendale, AZ|ULSD Clear","33.5515337, -112.2026333",33.5515337,-112.2026333,1800,"[181, 0, 0, 0, 0]",,2025-07-16 17:00:00,2025-07-17 17:00:00
126228-212,"126228|402 South 54th Place , Phoenix, AZ|ULSD Clear","33.4429001, -111.9662533",33.4429001,-111.9662533,5580,"[960, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
126506-213,"126506|2075 West Obispo Avenue #101 , Gilbert, AZ|ULSD Dyed","33.362187, -111.834039",33.362187,-111.834039,2820,"[0, 102, 0, 0, 0]",,2025-07-16 15:00:00,2025-07-17 15:00:00
127131-214,"127131|17505 West Thomas Road , Goodyear, AZ|DEF","33.4791109, -112.4604723",33.4791109,-112.4604723,1200,"[0, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
127712-215,"127712|411 West Orion Street, Tempe, AZ|ULSD Clear","33.36495, -111.944366",33.36495,-111.944366,5100,"[380, 0, 0, 0, 0]",,2025-07-16 17:00:00,2025-07-17 17:00:00
128138-216,"128138|890 South 143rd Avenue , Goodyear, AZ|ULSD Clear","33.438533, -112.370686",33.438533,-112.370686,1320,"[79, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
128722-217,"128722|12912 West Santa Fe Drive , Surprise, AZ|ULSD Clear","33.6313896, -112.3383046",33.6313896,-112.3383046,3780,"[726, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
145024-218,"145024|2900 W Innovation St, Chandler, AZ|ULSD Dyed","33.267207, -111.8882177",33.267207,-111.8882177,600,"[0, 60, 0, 0, 0]",,2025-07-16 06:00:00,2025-07-16 14:00:00
149442-219,"149442|14250 W El Sol, Goodyear, AZ|ULSD Dyed","33.4137854, -112.3730374",33.4137854,-112.3730374,1680,"[0, 220, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
149442-220,"149442|14250 W El Sol, Goodyear, AZ|ULSD Clear","33.4137854, -112.3730374",33.4137854,-112.3730374,420,"[195, 0, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
158360-221,"158360|601 North Central Avenue, Phoenix, AZ|ULSD Dyed","33.4546382, -112.0735104",33.4546382,-112.0735104,3780,"[0, 127, 0, 0, 0]",,2025-07-16 05:00:00,2025-07-16 17:00:00
158382-222,"158382|1431 North Recker Rd, Gilbert, AZ|ULSD Clear","33.3763745, -111.7043554",33.3763745,-111.7043554,540,"[155, 0, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
159952-223,"159952|5757 Lower Buckeye Road, Phoenix, AZ|DEF","33.420339, -112.184674",33.420339,-112.184674,780,"[0, 0, 0, 0, 0]",,2025-07-16 15:00:00,2025-07-16 20:00:00
170914-224,"170914|1325 S. Signal Butte Road , Mesa, AZ|ULSD Dyed","33.392832, -111.5979173",33.392832,-111.5979173,2580,"[0, 387, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
62622-225,"62622|2375 South 45th Avenue, Phoenix, AZ|ULSD Dyed","33.389963, -112.15485",33.389963,-112.15485,6840,"[0, 36, 0, 0, 0]",,2025-07-16 11:00:00,2025-07-16 21:00:00
124548-226,"124548|2831 North 31st Avenue, Phoenix, AZ|ULSD Dyed","33.479124, -112.124564",33.479124,-112.124564,1020,"[0, 72, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
124909-227,"124909|901 South 12th Street, Phoenix, AZ|ULSD Clear","33.4388611, -112.055628",33.4388611,-112.055628,1080,"[162, 0, 0, 0, 0]",,2025-07-16 21:00:00,2025-07-17 21:00:00
124910-228,"124910|7600 West Roosevelt Street, Phoenix, AZ|ULSD Clear","33.4598, -112.2228999",33.4598,-112.2228999,8340,"[250, 0, 0, 0, 0]",,2025-07-16 07:00:00,2025-07-17 07:00:00
126017-229,"126017|202 South 30th Street , Phoenix, AZ|ULSD Clear","33.4456442, -112.0177775",33.4456442,-112.0177775,6240,"[562, 0, 0, 0, 0]",,2025-07-16 14:00:00,2025-07-16 22:00:00
126107-230,"126107|3749 E Superior Avenue , Phoenix, AZ|ULSD Clear","33.416079, -111.999996",33.416079,-111.999996,3780,"[300, 0, 0, 0, 0]",,2025-07-16 05:00:00,2025-07-16 07:00:00
126997-231,"126997|245 South Nina Drive , Mesa, AZ|ULSD Dyed","33.4106566, -111.8505337",33.4106566,-111.8505337,2220,"[0, 23, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
127255-232,"127255|4500 South Dobson Road , Sun Lakes, AZ|ULSD Dyed","33.241512, -111.882407",33.241512,-111.882407,300,"[0, 14, 0, 0, 0]",,2025-07-16 04:30:00,2025-07-16 16:00:00
138237-233,"138237|2500 W UNION HILLS DR, Phoenix, AZ|ULSD Dyed","33.6548442, -112.1119259",33.6548442,-112.1119259,1140,"[0, 29, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
160440-234,"160440|5100 West Carefree Hwy, Phoenix, AZ|ULSD Dyed","33.7983425, -112.1676814",33.7983425,-112.1676814,660,"[0, 14, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
163108-235,"163108|10725 N 91st Ave, Peoria, AZ|ULSD Dyed","33.5826859, -112.2549871",33.5826859,-112.2549871,300,"[0, 20, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172781-236,"172781|2934 N 97th Ave, Phoenix, AZ|ULSD Dyed","33.4195636, -112.268496",33.4195636,-112.268496,300,"[0, 32, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
62618-237,"62618|3918 West Lincoln Street, Phoenix, AZ|ULSD Clear","33.443439, -112.143965",33.443439,-112.143965,1980,"[413, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
81840-238,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,600,"[30, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
81840-239,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,180,"[16, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
81840-240,"81840|4715 West Buckeye Road, Phoenix, AZ|ULSD Clear","33.436107, -112.161449",33.436107,-112.161449,300,"[35, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
124548-241,"124548|2831 North 31st Avenue, Phoenix, AZ|ULSD Dyed","33.479124, -112.124564",33.479124,-112.124564,5280,"[0, 96, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
126264-242,"126264|849 West 24th Street , Tempe, AZ|ULSD Clear","33.402347, -111.9513",33.402347,-111.9513,4620,"[380, 0, 0, 0, 0]",,2025-07-16 21:00:00,2025-07-17 21:00:00
142385-243,"142385|14250 West El Sol, Goodyear, AZ|ULSD Dyed","33.4137854, -112.3730374",33.4137854,-112.3730374,2160,"[0, 1067, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
149971-244,"149971|4780 North Cotton Lane, Goodyear, AZ|ULSD Clear","33.502528, -112.430981",33.502528,-112.430981,1200,"[56, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
152646-245,"152646|5088 W Innovation Cir, Phoenix, AZ|ULSD Clear","33.7759795, -112.1604877",33.7759795,-112.1604877,480,"[27, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
158720-246,"158720|335 E Pecos Road, San Tan Valley, AZ|ULSD Dyed","33.293379, -111.567631",33.293379,-111.567631,660,"[0, 192, 0, 0, 0]",,2025-07-16 12:00:00,2025-07-17 12:00:00
160328-247,"160328|335 E Pecos Road, San Tan Valley, AZ|ULSD Dyed","33.293379, -111.567631",33.293379,-111.567631,480,"[0, 238, 0, 0, 0]",,2025-07-16 00:00:00,2025-07-17 00:00:00
161839-248,"161839|1500 N McClintock Drive, Tempe, AZ|ULSD Dyed","33.4456915, -111.9119056",33.4456915,-111.9119056,1080,"[0, 43, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
171220-249,"171220|23636 N 7TH ST, Phoenix, AZ|ULSD Dyed","33.70039, -112.0671999",33.70039,-112.0671999,2160,"[0, 253, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
173354-250,"173354|2551 w Sonoran Desert Dr, Phoenix, AZ|ULSD Dyed","33.7691528, -112.1172337",33.7691528,-112.1172337,1140,"[0, 40, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172208-251,"172208|NEC 199th Ave & McDowell, Phoenix, AZ|ULSD Clear","33.465732, -112.073819",33.465732,-112.073819,7200,"[42, 0, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172208-252,"172208|NEC 199th Ave & McDowell, Phoenix, AZ|ULSD Dyed","33.465732, -112.073819",33.465732,-112.073819,7080,"[0, 122, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
172329-253,"172329|2217 W Glendale Ave, Phoenix, AZ|ULSD Dyed","33.536738, -112.106059",33.536738,-112.106059,1740,"[0, 20, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
155577-254,"155577|4242 E Raymond St, Phoenix, AZ|ULSD Clear","33.413773, -111.990348",33.413773,-111.990348,1740,"[81, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
155577-255,"155577|4242 E Raymond St, Phoenix, AZ|ULSD Clear","33.413773, -111.990348",33.413773,-111.990348,3660,"[658, 0, 0, 0, 0]",,2025-07-16 19:00:00,2025-07-17 19:00:00
160860-256,"160860|852 E Euclid Ave, Phoenix, AZ|ULSD Dyed","33.3670208, -112.062397",33.3670208,-112.062397,2220,"[0, 24, 0, 0, 0]",,2025-07-16 08:00:00,2025-07-16 16:00:00
